series,celebrity,professional,week,dance,dance_style,song,artist,total_score,craig,len,bruno,arlene,alesha,darcey,shirley,motsi,anton,verdict,celeb_dob,celeb_age,celeb_gender,pro_gender,same_sex
21,Annabel Croft,Johannes Radebe,5,Charleston,Other,Ladies' Night,Kool & the Gang,27,5.0,,,,,,7.0,7.0,8.0,safe,1966-07-12,57.0,F,M,False
21,Nigel Harman,Katya Jones,5,Foxtrot,Ballroom,I Just Want to Make Love to You,Etta James,29,7.0,,,,,,7.0,7.0,8.0,safe,1973-08-11,50.0,M,F,False
21,Eddie Kadi,Karen Hauer,5,Samba,Latin,Calm Down,Rema & Selena Gomez,24,5.0,,,,,,6.0,6.0,7.0,eliminated,1983-05-18,40.0,M,F,False
21,Krishnan Guru-Murthy,Lauren Oakley,5,Quickstep,Ballroom,The Lady Is a Tramp,Frank Sinatra,30,6.0,,,,,,8.0,8.0,8.0,safe,1970-04-05,53.0,M,F,False
21,Angela S.,Carlos Gu,5,American Smooth,Ballroom,Cherish,Madonna,28,6.0,,,,,,7.0,7.0,8.0,safe,,,,M,False
21,Ellie Leach,Vito Coppola,5,Paso Doble,Latin,Insomnia,Faithless,37,9.0,,,,,,10.0,9.0,9.0,safe,2001-03-15,22.0,F,M,False
21,Layton Williams,Nikita Kuzmin,5,Salsa,Latin,Quimbara,Johnny Pacheco & Celia Cruz,39,9.0,,,,,,10.0,10.0,10.0,safe,1994-09-13,29.0,M,M,True
21,Bobby Brazier,Dianne Buswell,5,Viennese Waltz,Ballroom,Golden Hour,JVKE,32,7.0,,,,,,8.0,8.0,9.0,safe,2003-06-02,20.0,M,F,False
21,Adam Thomas,Luba Mushtuk,5,Couple'S Choice,Other,"""Everybody (Backstreet's Back)"",""Get Down (You're the One for Me)""& ""Larger than Life""All by the Backstreet Boys",,32,7.0,,,,,,8.0,8.0,9.0,safe,1988-08-11,35.0,M,F,False
21,Zara McDermott,Graziano Di Prima,5,American Smooth,Ballroom,Can't Fight the Moonlight,LeAnn Rimes,28,7.0,,,,,,7.0,7.0,7.0,bottom-two,1996-12-14,26.0,F,M,False
21,Angela R.,Kai Widdrington,5,Argentine Tango,Latin,Tanguera,Sexteto Mayor,34,8.0,,,,,,9.0,8.0,9.0,safe,,,,M,False
21,Angela S.,Carlos Gu,6,Paso Doble,Latin,BLACK swan SWAN lake,District 78,33,8.0,,,,,,8.0,8.0,9.0,safe,,,,M,False
21,Adam Thomas,Luba Mushtuk,6,American Smooth,Ballroom,Magic Moments,Perry Como,32,7.0,,,,,,9.0,8.0,8.0,bottom-two,1988-08-11,35.0,M,F,False
21,Zara McDermott,Graziano Di Prima,6,Charleston,Other,Jeepers Creepers,Al Donahue & His Orchestra,25,6.0,,,,,,6.0,6.0,7.0,eliminated,1996-12-14,26.0,F,M,False
21,Layton Williams,Nikita Kuzmin,6,Tango,Ballroom,Vampire,Olivia Rodrigo,36,9.0,,,,,,9.0,9.0,9.0,safe,1994-09-13,29.0,M,M,True
21,Bobby Brazier,Dianne Buswell,6,Cha-Cha-Cha,Latin,Come On,"a My House"" — Della Reese",30,6.0,,,,,,9.0,7.0,8.0,safe,2003-06-02,20.0,M,F,False
21,Krishnan Guru-Murthy,Lauren Oakley,6,Viennese Waltz,Ballroom,Kiss from a Rose,Seal,27,6.0,,,,,,7.0,6.0,8.0,safe,1970-04-05,53.0,M,F,False
21,Angela R.,Kai Widdrington,6,Charleston,Other,"Theme from Murder, She Wrote",John Addison,33,9.0,,,,,,8.0,8.0,8.0,safe,,,,M,False
21,Annabel Croft,Johannes Radebe,6,Tango,Ballroom,Need You Tonight,INXS,29,7.0,,,,,,7.0,7.0,8.0,safe,1966-07-12,57.0,F,M,False
21,Nigel Harman,Katya Jones,6,Cha-Cha-Cha,Latin,I Was Made for Lovin' You,Kiss,30,8.0,,,,,,7.0,7.0,8.0,safe,1973-08-11,50.0,M,F,False
21,Ellie Leach,Vito Coppola,6,Salsa,Latin,Murder on the Dancefloor,Sophie Ellis-Bextor,38,9.0,,,,,,10.0,10.0,9.0,safe,2001-03-15,22.0,F,M,False
21,Layton Williams,Nikita Kuzmin,7,Jive,Latin,Shake Ur Body,"Shy FX, feat. Di",36,8.0,,,,,,10.0,10.0,8.0,safe,1994-09-13,29.0,M,M,True
21,Angela R.,Kai Widdrington,7,Waltz,Ballroom,Fascination,Nat King Cole,28,7.0,,,,,,8.0,6.0,7.0,bottom-two,,,,M,False
21,Nigel Harman,Katya Jones,7,Tango,Ballroom,Nothing Breaks Like a Heart,"Mark Ronson, feat. Miley Cyrus",33,7.0,,,,,,9.0,9.0,8.0,safe,1973-08-11,50.0,M,F,False
21,Angela S.,Carlos Gu,7,Samba,Latin,Ain't It Funny,Jennifer Lopez,27,6.0,,,,,,7.0,7.0,7.0,safe,,,,M,False
21,Annabel Croft,Johannes Radebe,7,Couple'S Choice,Other,Wings,Birdy,35,8.0,,,,,,9.0,9.0,9.0,safe,1966-07-12,57.0,F,M,False
21,Bobby Brazier,Dianne Buswell,7,Argentine Tango,Latin,Sail,Awolnation,30,6.0,,,,,,8.0,8.0,8.0,safe,2003-06-02,20.0,M,F,False
21,Ellie Leach,Vito Coppola,7,American Smooth,Ballroom,Ain't That a Kick in the Head?,Robbie Williams,39,9.0,,,,,,10.0,10.0,10.0,safe,2001-03-15,22.0,F,M,False
21,Adam Thomas,Luba Mushtuk,7,Rumba,Latin,Dancing On My Own,Calum Scott,27,6.0,,,,,,7.0,7.0,7.0,eliminated,1988-08-11,35.0,M,F,False
21,Krishnan Guru-Murthy,Lauren Oakley,7,Couple'S Choice,Other,You Can Call Me Al,Paul Simon,29,6.0,,,,,,8.0,8.0,7.0,safe,1970-04-05,53.0,M,F,False
21,Krishnan Guru-Murthy,Lauren Oakley,8,Samba,Latin,Bamboléo,Gipsy Kings,25,5.0,,,,,,7.0,6.0,7.0,eliminated,1970-04-05,53.0,M,F,False
21,Bobby Brazier,Dianne Buswell,8,American Smooth,Ballroom,Ghost of You,5 Seconds of Summer,32,7.0,,,,,,8.0,8.0,9.0,safe,2003-06-02,20.0,M,F,False
21,Angela R.,Kai Widdrington,8,Paso Doble,Latin,Hung Up,Madonna,32,8.0,,,,,,8.0,8.0,8.0,bottom-two,,,,M,False
21,Nigel Harman,Katya Jones,8,Couple'S Choice,Other,Just the Way You Are,Bruno Mars,34,8.0,,,,,,8.0,9.0,9.0,safe,1973-08-11,50.0,M,F,False
21,Ellie Leach,Vito Coppola,8,Rumba,Latin,True Colors,Cyndi Lauper,35,8.0,,,,,,9.0,9.0,9.0,safe,2001-03-15,22.0,F,M,False
21,Annabel Croft,Johannes Radebe,8,Samba,Latin,"Whenever, Wherever",Shakira,31,7.0,,,,,,8.0,8.0,8.0,safe,1966-07-12,57.0,F,M,False
21,Angela S.,Carlos Gu,8,Waltz,Ballroom,With You I'm Born Again,Billy Preston & Syreeta,33,7.0,,,,,,9.0,8.0,9.0,safe,,,,M,False
21,Layton Williams,Nikita Kuzmin,8,Argentine Tango,Latin,Tattoo,Loreen,39,9.0,,,,,,10.0,10.0,10.0,safe,1994-09-13,29.0,M,M,True
21,Bobby Brazier,Dianne Buswell,9,Jive,Latin,Wake Me Up Before You Go,"Go"" — Wham!",35,8.0,,,,,,9.0,9.0,9.0,bottom-two,2003-06-02,20.0,M,F,False
21,Angela R.,Kai Widdrington,9,American Smooth,Ballroom,Tea for Two,Ella Fitzgerald,28,6.0,,,,,,7.0,7.0,8.0,eliminated,,,,M,False
21,Layton Williams,Nikita Kuzmin,9,Couple'S Choice,Other,Ain't No Other Man,Christina Aguilera,39,9.0,,,,,,10.0,10.0,10.0,safe,1994-09-13,29.0,M,M,True
21,Annabel Croft,Johannes Radebe,9,American Smooth,Ballroom,Unchained Melody,Benedetta Caretta,35,8.0,,,,,,9.0,9.0,9.0,safe,1966-07-12,57.0,F,M,False
21,Ellie Leach,Vito Coppola,9,Charleston,Other,Love Machine,Girls Aloud,39,9.0,,,,,,10.0,10.0,10.0,safe,2001-03-15,22.0,F,M,False
21,Angela S.,Carlos Gu,9,Argentine Tango,Latin,Back to Black,Amy Winehouse,38,8.0,,,,,,10.0,10.0,10.0,safe,,,,M,False
21,Nigel Harman,Katya Jones,9,Quickstep,Ballroom,It Don't Mean a Thing (If It Ain't Got That Swing),Duke Ellington,31,7.0,,,,,,8.0,8.0,8.0,safe,1973-08-11,50.0,M,F,False
21,Layton Williams,Nikita Kuzmin,10,American Smooth,Ballroom,It's Oh So Quiet,Björk,34,8.0,,,,,,9.0,8.0,9.0,bottom-two,1994-09-13,29.0,M,M,True
21,Nigel Harman,Katya Jones,10,Rumba,Latin,It's All Coming Back to Me Now,Celine Dion,33,8.0,,,,,,8.0,8.0,9.0,safe,1973-08-11,50.0,M,F,False
21,Annabel Croft,Johannes Radebe,10,Paso Doble,Latin,España cañí,Pascual Marquina Narro,36,8.0,,,,,,9.0,9.0,10.0,safe,1966-07-12,57.0,F,M,False
21,Angela S.,Carlos Gu,10,Cha-Cha-Cha,Latin,I Will Survive,Gloria Gaynor,31,7.0,,,,,,7.0,8.0,9.0,eliminated,,,,M,False
21,Bobby Brazier,Dianne Buswell,10,Couple'S Choice,Other,This Woman's Work,Maxwell,37,8.0,,,,,,9.0,10.0,10.0,safe,2003-06-02,20.0,M,F,False
21,Ellie Leach,Vito Coppola,10,Argentine Tango,Latin,"Bills, Bills, Bills",Destiny's Child,38,9.0,,,,,,10.0,10.0,9.0,safe,2001-03-15,22.0,F,M,False
21,Ellie Leach,Vito Coppola,11,Quickstep,Ballroom,"""Belle""",,36,9.0,,,,,,9.0,9.0,9.0,,2001-03-15,22.0,F,M,False
21,Annabel Croft,Johannes Radebe,11,Foxtrot,Ballroom,"""For Good""",,33,8.0,,,,,,8.0,8.0,9.0,,1966-07-12,57.0,F,M,False
21,Layton Williams,Nikita Kuzmin,11,Paso Doble,Latin,"""Backstage Romance""",,40,10.0,,,,,,10.0,10.0,10.0,,1994-09-13,29.0,M,M,True
21,Bobby Brazier,Dianne Buswell,11,Salsa,Latin,"""(I've Had) The Time of My Life""",,34,8.0,,,,,,8.0,9.0,9.0,,2003-06-02,20.0,M,F,False
21,Bobby Brazier,Dianne Buswell,12,Quickstep,Ballroom,Mack the Knife,Bobby Darin,38,9.0,,,,,,9.0,10.0,10.0,bottom-two,2003-06-02,20.0,M,F,False
21,Bobby Brazier,Dianne Buswell,12,Paso Doble,Latin,Run Boy Run,Woodkid,35,8.0,,,,,,9.0,9.0,9.0,bottom-two,2003-06-02,20.0,M,F,False
21,Layton Williams,Nikita Kuzmin,12,Rumba,Latin,Lift Me Up,Rihanna,36,9.0,,,,,,9.0,9.0,9.0,safe,1994-09-13,29.0,M,M,True
21,Layton Williams,Nikita Kuzmin,12,Charleston,Other,Fit as a Fiddle,Gene Kelly & Donald O'Connor,40,10.0,,,,,,10.0,10.0,10.0,safe,1994-09-13,29.0,M,M,True
21,Annabel Croft,Johannes Radebe,12,Salsa,Latin,You'll Be Mine (Party Time),Gloria Estefan,32,8.0,,,,,,8.0,8.0,8.0,eliminated,1966-07-12,57.0,F,M,False
21,Annabel Croft,Johannes Radebe,12,Viennese Waltz,Ballroom,Please Please Please Let Me Get What I Want,Slow Moving Millie,33,8.0,,,,,,8.0,8.0,9.0,eliminated,1966-07-12,57.0,F,M,False
21,Ellie Leach,Vito Coppola,12,Cha-Cha-Cha,Latin,Mambo Italiano,Bette Midler,37,9.0,,,,,,10.0,9.0,9.0,safe,2001-03-15,22.0,F,M,False
21,Ellie Leach,Vito Coppola,12,Couple’S Choice,Other,"Blow Your Mind (Mwah)"" & ""Physical",Dua Lipa,38,9.0,,,,,,9.0,10.0,10.0,safe,2001-03-15,22.0,F,M,False
21,Ellie Leach,Vito Coppola,13,Paso Doble,Latin,Insomnia,2WEI,39,9.0,,,,,,10.0,10.0,10.0,winner,2001-03-15,22.0,F,M,False
21,Ellie Leach,Vito Coppola,13,Showdance,Other,"On the Floor"" & ""Dance Again",Jennifer Lopez,36,9.0,,,,,,9.0,9.0,9.0,winner,2001-03-15,22.0,F,M,False
21,Ellie Leach,Vito Coppola,13,American Smooth,Ballroom,Ain't That a Kick in the Head?,Robbie Williams,40,10.0,,,,,,10.0,10.0,10.0,winner,2001-03-15,22.0,F,M,False
21,Bobby Brazier,Dianne Buswell,13,Samba,Latin,Young Hearts Run Free,Candi Staton,39,9.0,,,,,,10.0,10.0,10.0,runner-up,2003-06-02,20.0,M,F,False
21,Bobby Brazier,Dianne Buswell,13,Showdance,Other,"""Someone in the Crowd"",""Another Day of Sun"" & ""Epilogue""All from La La Land",,39,9.0,,,,,,10.0,10.0,10.0,runner-up,2003-06-02,20.0,M,F,False
21,Bobby Brazier,Dianne Buswell,13,Couple'S Choice,Other,This Woman's Work,Maxwell,39,9.0,,,,,,10.0,10.0,10.0,runner-up,2003-06-02,20.0,M,F,False
21,Layton Williams,Nikita Kuzmin,13,Quickstep,Ballroom,Puttin' On the Ritz,Gregory Porter,40,10.0,,,,,,10.0,10.0,10.0,,1994-09-13,29.0,M,M,True
21,Layton Williams,Nikita Kuzmin,13,Showdance,Other,Friend Like Me,Ne-Yo,39,9.0,,,,,,10.0,10.0,10.0,,1994-09-13,29.0,M,M,True
21,Layton Williams,Nikita Kuzmin,13,Argentine Tango,Latin,Tattoo,Loreen,40,10.0,,,,,,10.0,10.0,10.0,,1994-09-13,29.0,M,M,True
22,Nick Knowles,Luba Mushtuk,1,Jive,Latin,We Built This City,Starship,18,3.0,,,,,,5.0,5.0,5.0,,1962-09-21,61.0,M,F,False
22,Sam Quek,Nikita Kuzmin,1,Foxtrot,Ballroom,Where Did Our Love Go,The Supremes,23,6.0,,,,,,6.0,6.0,5.0,,1988-10-18,35.0,F,M,False
22,Shayne Ward,Nancy Xu,1,Samba,Latin,Do I Do,Stevie Wonder,21,4.0,,,,,,6.0,5.0,6.0,,1984-10-01,39.0,M,F,False
22,Toyah Willcox,Neil Jones,1,Tango,Ballroom,Ray of Light,Madonna,12,2.0,,,,,,4.0,2.0,4.0,,1958-05-18,66.0,F,M,False
22,Tasha Ghouri,Aljaž Škorjanec,1,Cha-Cha-Cha,Latin,Espresso,Sabrina Carpenter,30,8.0,,,,,,8.0,7.0,7.0,,1998-08-11,26.0,F,M,False
22,JB Gill,Amy Dowden,1,Waltz,Ballroom,When I Need You,Leo Sayer,31,7.0,,,,,,8.0,8.0,8.0,,1986-12-07,37.0,M,F,False
22,Pete Wicks,Jowita Przystal,1,Paso Doble,Latin,Breathe,The Prodigy,17,4.0,,,,,,5.0,3.0,5.0,,1988-11-01,35.0,M,,False
22,Sarah Hadland,Vito Coppola,1,Quickstep,Ballroom,9 to 5,Dolly Parton,30,8.0,,,,,,8.0,7.0,7.0,,1971-05-15,53.0,F,M,False
22,Tom Dean,Nadiya Bychkova,1,Tango,Ballroom,Golden,Harry Styles,23,5.0,,,,,,6.0,6.0,6.0,,2000-05-02,24.0,M,F,False
22,Dr. Punam Krishan,Gorka Márquez,1,Cha-Cha-Cha,Latin,Love at First Sight,Kylie Minogue,19,4.0,,,,,,5.0,5.0,5.0,,1983-05-28,41.0,F,M,False
22,Paul Merson,Karen Hauer,1,American Smooth,Ballroom,Vindaloo,Fat Les,17,2.0,,,,,,4.0,5.0,6.0,,1968-03-20,56.0,M,F,False
22,Jamie Borthwick,Michelle Tsiakkas,1,Viennese Waltz,Ballroom,Beautiful Things,Benson Boone,23,6.0,,,,,,6.0,5.0,6.0,,1994-06-23,30.0,M,F,False
22,Chris McCausland,Dianne Buswell,1,Cha-Cha-Cha,Latin,Twist and Shout,The Beatles,23,4.0,,,,,,6.0,6.0,7.0,,1977-01-01,47.0,M,F,False
22,Montell Douglas,Johannes Radebe,1,Foxtrot,Ballroom,Is You Is or Is You Ain't My Baby,Dinah Washington,26,6.0,,,,,,7.0,6.0,7.0,,1986-01-24,38.0,F,M,False
22,Wynne Evans,Katya Jones,1,Samba,Latin,Help Yourself,Tom Jones,26,6.0,,,,,,6.0,7.0,7.0,,1972-01-27,52.0,M,F,False
22,Tom Dean,Nadiya Bychkova,2,Cha-Cha-Cha,Latin,Boogie Wonderland,"Earth, Wind & Fire",20,3.0,,,,,,6.0,5.0,6.0,eliminated,2000-05-02,24.0,M,F,False
22,Dr. Punam Krishan,Gorka Márquez,2,Foxtrot,Ballroom,Man! I Feel Like a Woman!,Shania Twain,18,4.0,,,,,,5.0,4.0,5.0,safe,1983-05-28,41.0,F,M,False
22,Paul Merson,Karen Hauer,2,Salsa,Latin,Fireball,Pitbull feat. John Ryan,15,2.0,,,,,,4.0,4.0,5.0,safe,1968-03-20,56.0,M,F,False
22,Wynne Evans,Katya Jones,2,Viennese Waltz,Ballroom,The Blue Danube,Johann Strauss II,30,7.0,,,,,,7.0,8.0,8.0,safe,1972-01-27,52.0,M,F,False
22,JB Gill,Amy Dowden,2,Cha-Cha-Cha,Latin,Closer,Ne-Yo,27,7.0,,,,,,7.0,6.0,7.0,safe,1986-12-07,37.0,M,F,False
22,Sam Quek,Nikita Kuzmin,2,Charleston,Other,The Charleston,Bob Wilson & His Varsity Rhythm Boys,22,4.0,,,,,,6.0,6.0,6.0,safe,1988-10-18,35.0,F,M,False
22,Chris McCausland,Dianne Buswell,2,Foxtrot,Ballroom,"Be Young, Be Foolish, Be Happy",The Tams,29,6.0,,,,,,7.0,8.0,8.0,safe,1977-01-01,47.0,M,F,False
22,Jamie Borthwick,Michelle Tsiakkas,2,Rumba,Latin,Ain't No Sunshine,Bill Withers,27,6.0,,,,,,7.0,7.0,7.0,safe,1994-06-23,30.0,M,F,False
22,Toyah Willcox,Neil Jones,2,Jive,Latin,Nutbush City Limits,Ike & Tina Turner,18,3.0,,,,,,5.0,5.0,5.0,bottom-two,1958-05-18,66.0,F,M,False
22,Nick Knowles,Luba Mushtuk,2,American Smooth,Ballroom,Parklife,Blur,21,5.0,,,,,,5.0,5.0,6.0,safe,1962-09-21,61.0,M,F,False
22,Montell Douglas,Johannes Radebe,2,Samba,Latin,Fuego,Eleni Foureira,30,8.0,,,,,,7.0,7.0,8.0,safe,1986-01-24,38.0,F,M,False
22,Tasha Ghouri,Aljaž Škorjanec,2,Viennese Waltz,Ballroom,Misty Blue,Dorothy Moore,35,8.0,,,,,,9.0,9.0,9.0,safe,1998-08-11,26.0,F,M,False
22,Shayne Ward,Nancy Xu,2,Tango,Ballroom,The Door,Teddy Swims,31,7.0,,,,,,8.0,8.0,8.0,safe,1984-10-01,39.0,M,F,False
22,Pete Wicks,Jowita Przystal,2,American Smooth,Ballroom,I Had Some Help,Post Malone & Morgan Wallen,22,4.0,,,,,,6.0,6.0,6.0,safe,1988-11-01,35.0,M,,False
22,Sarah Hadland,Vito Coppola,2,Paso Doble,Latin,Freed from Desire,Gala,32,8.0,,,,,,8.0,8.0,8.0,safe,1971-05-15,53.0,F,M,False
22,Montell Douglas,Johannes Radebe,3,Tango,Ballroom,"""One Night Only""",,28,7.0,,,,,,7.0,7.0,7.0,safe,1986-01-24,38.0,F,M,False
22,Toyah Willcox,Neil Jones,3,Samba,Latin,"""Poor Unfortunate Souls""",,15,3.0,,,,,,4.0,4.0,4.0,eliminated,1958-05-18,66.0,F,M,False
22,Chris McCausland,Dianne Buswell,3,Jive,Latin,"""Wayne's World Theme""",,30,7.0,,,,,,7.0,8.0,8.0,safe,1977-01-01,47.0,M,F,False
22,Tasha Ghouri,Aljaž Škorjanec,3,Rumba,Latin,"""What Was I Made For?""",,34,8.0,,,,,,8.0,9.0,9.0,safe,1998-08-11,26.0,F,M,False
22,Paul Merson,Karen Hauer,3,Cha-Cha-Cha,Latin,"""The Magnificent Seven""",,19,3.0,,,,,,5.0,5.0,6.0,bottom-two,1968-03-20,56.0,M,F,False
22,Sarah Hadland,Vito Coppola,3,Viennese Waltz,Ballroom,"""Hedwig's Theme""",,33,8.0,,,,,,9.0,8.0,8.0,safe,1971-05-15,53.0,F,M,False
22,Pete Wicks,Jowita Przystal,3,Samba,Latin,"""George of the Jungle""",,26,6.0,,,,,,6.0,7.0,7.0,safe,1988-11-01,35.0,M,,False
22,JB Gill,Amy Dowden,3,American Smooth,Ballroom,"""Pure Imagination""",,32,7.0,,,,,,8.0,8.0,9.0,safe,1986-12-07,37.0,M,F,False
22,Sam Quek,Nikita Kuzmin,3,Paso Doble,Latin,"""Elevation (Tomb Raider Mix)""",,30,7.0,,,,,,8.0,7.0,8.0,safe,1988-10-18,35.0,F,M,False
22,Shayne Ward,Nancy Xu,3,Viennese Waltz,Ballroom,"""If I Can Dream""",,33,8.0,,,,,,9.0,8.0,8.0,safe,1984-10-01,39.0,M,F,False
22,Wynne Evans,Katya Jones,3,Cha-Cha-Cha,Latin,"""Papa's Got a Brand New Bag""",,30,7.0,,,,,,7.0,8.0,8.0,safe,1972-01-27,52.0,M,F,False
22,Dr. Punam Krishan,Gorka Márquez,3,Couple'S Choice,Other,"""Bole Chudiyan""",,33,8.0,,,,,,9.0,8.0,8.0,safe,1983-05-28,41.0,F,M,False
22,Jamie Borthwick,Michelle Tsiakkas,3,Quickstep,Ballroom,"""I'm Still Standing""",,30,8.0,,,,,,8.0,7.0,7.0,safe,1994-06-23,30.0,M,F,False
22,Shayne Ward,Nancy Xu,4,Cha-Cha-Cha,Latin,Ain't No Love (Ain't No Use),"Sub Sub, feat. Melanie Williams",30,7.0,,,,,,8.0,7.0,8.0,bottom-two,1984-10-01,39.0,M,F,False
22,Sarah Hadland,Vito Coppola,4,Foxtrot,Ballroom,Birds of a Feather,Billie Eilish,27,6.0,,,,,,7.0,7.0,7.0,safe,1971-05-15,53.0,F,M,False
22,Nick Knowles,Luba Mushtuk,4,Charleston,Other,Rain on the Roof,from Paddington 2,21,4.0,,,,,,6.0,5.0,6.0,eliminated,1962-09-21,61.0,M,F,False
22,Jamie Borthwick,Michelle Tsiakkas,4,Salsa,Latin,Danza Kuduro,Don Omar & Lucenzo,34,8.0,,,,,,9.0,9.0,8.0,safe,1994-06-23,30.0,M,F,False
22,Wynne Evans,Katya Jones,4,Tango,Ballroom,"Money, Money, Money",ABBA,34,8.0,,,,,,9.0,9.0,8.0,safe,1972-01-27,52.0,M,F,False
22,Dr. Punam Krishan,Gorka Márquez,4,Jive,Latin,2 Be Loved (Am I Ready),Lizzo,20,4.0,,,,,,5.0,5.0,6.0,safe,1983-05-28,41.0,F,M,False
22,Paul Merson,Karen Hauer,4,Quickstep,Ballroom,I Won't Dance,Fred Astaire,23,4.0,,,,,,6.0,6.0,7.0,safe,1968-03-20,56.0,M,F,False
22,JB Gill,Amy Dowden,4,Rumba,Latin,You Might Need Somebody,Kara Marni,30,7.0,,,,,,8.0,7.0,8.0,safe,1986-12-07,37.0,M,F,False
22,Chris McCausland,Dianne Buswell,4,Salsa,Latin,Down Under,Men at Work,30,6.0,,,,,,8.0,8.0,8.0,safe,1977-01-01,47.0,M,F,False
22,Montell Douglas,Johannes Radebe,4,Viennese Waltz,Ballroom,Nobody Gets Me,SZA,33,8.0,,,,,,8.0,8.0,9.0,safe,1986-01-24,38.0,F,M,False
22,Sam Quek,Nikita Kuzmin,4,Samba,Latin,Hips Don't Lie,Shakira feat. Wyclef Jean,28,7.0,,,,,,7.0,7.0,7.0,safe,1988-10-18,35.0,F,M,False
22,Pete Wicks,Jowita Przystal,4,Quickstep,Ballroom,Town Called Malice,The Jam,29,7.0,,,,,,7.0,8.0,7.0,safe,1988-11-01,35.0,M,,False
22,Tasha Ghouri,Aljaž Škorjanec,4,Charleston,Other,Unhealthy,"Anne-Marie, feat. Shania Twain",39,9.0,,,,,,10.0,10.0,10.0,safe,1998-08-11,26.0,F,M,False
22,JB Gill,Amy Dowden,5,Jive,Latin,Hey Ya!,Outkast,30,7.0,,,,,,8.0,7.0,8.0,bottom-two,1986-12-07,37.0,M,F,False
22,Dr. Punam Krishan,Gorka Márquez,5,Viennese Waltz,Ballroom,She's Always a Woman,Billy Joel,21,4.0,,,,,,6.0,5.0,6.0,safe,1983-05-28,41.0,F,M,False
22,Jamie Borthwick,Michelle Tsiakkas,5,Paso Doble,Latin,Malagueña,Ernesto Lecuona,39,9.0,,,,,,10.0,10.0,10.0,safe,1994-06-23,30.0,M,F,False
22,Chris McCausland,Dianne Buswell,5,Waltz,Ballroom,You'll Never Walk Alone,Gerry and the Pacemakers,35,8.0,,,,,,9.0,9.0,9.0,safe,1977-01-01,47.0,M,F,False
22,Tasha Ghouri,Aljaž Škorjanec,5,Tango,Ballroom,Dog Days Are Over,Florence and the Machine,34,8.0,,,,,,9.0,8.0,9.0,safe,1998-08-11,26.0,F,M,False
22,Paul Merson,Karen Hauer,5,Samba,Latin,Car Wash,Rose Royce,19,3.0,,,,,,5.0,5.0,6.0,eliminated,1968-03-20,56.0,M,F,False
22,Sam Quek,Nikita Kuzmin,5,Quickstep,Ballroom,Unwritten,Natasha Bedingfield,26,6.0,,,,,,7.0,6.0,7.0,safe,1988-10-18,35.0,F,M,False
22,Pete Wicks,Jowita Przystal,5,Rumba,Latin,Don't Look Back in Anger,Oasis,22,4.0,,,,,,5.0,6.0,7.0,safe,1988-11-01,35.0,M,,False
22,Sarah Hadland,Vito Coppola,5,Samba,Latin,"Do It, Do It Again",Raffaella Carrà,32,8.0,,,,,,8.0,8.0,8.0,safe,1971-05-15,53.0,F,M,False
22,Shayne Ward,Nancy Xu,5,American Smooth,Ballroom,Get Here,Sam Smith,31,7.0,,,,,,8.0,8.0,8.0,safe,1984-10-01,39.0,M,F,False
22,Wynne Evans,Katya Jones,5,Quickstep,Ballroom,Mr. Blue Sky,Electric Light Orchestra,33,7.0,,,,,,9.0,9.0,8.0,safe,1972-01-27,52.0,M,F,False
22,Montell Douglas,Johannes Radebe,5,Couple'S Choice,Other,Skeleton Move,Master KG & Zanda Zakuza,39,9.0,,,,,,10.0,10.0,10.0,safe,1986-01-24,38.0,F,M,False
22,Chris McCausland,Dianne Buswell,6,Samba,Latin,Stayin' Alive,Bee Gees,26,5.0,,,,,,7.0,7.0,7.0,safe,1977-01-01,47.0,M,F,False
22,Pete Wicks,Jowita Przystal,6,Viennese Waltz,Ballroom,That's Life,Frank Sinatra,31,7.0,,,,,,8.0,8.0,8.0,safe,1988-11-01,35.0,M,,False
22,Montell Douglas,Johannes Radebe,6,Cha-Cha-Cha,Latin,Love Potion No. 9,The Clovers,35,9.0,,,,,,9.0,9.0,8.0,safe,1986-01-24,38.0,F,M,False
22,Dr. Punam Krishan,Gorka Márquez,6,Tango,Ballroom,Sweet Dreams,Eurythmics,26,6.0,,,,,,7.0,6.0,7.0,eliminated,1983-05-28,41.0,F,M,False
22,Wynne Evans,Katya Jones,6,Salsa,Latin,Canned Heat,Jamiroquai,31,7.0,,,,,,8.0,8.0,8.0,safe,1972-01-27,52.0,M,F,False
22,JB Gill,Amy Dowden,6,Foxtrot,Ballroom,Dancing in the Moonlight,Toploader,32,7.0,,,,,,9.0,8.0,8.0,safe,1986-12-07,37.0,M,F,False
22,Tasha Ghouri,Aljaž Škorjanec,6,Samba,Latin,I Like to Move It,Reel 2 Real,37,9.0,,,,,,9.0,9.0,10.0,safe,1998-08-11,26.0,F,M,False
22,Shayne Ward,Nancy Xu,6,Paso Doble,Latin,In the Hall of the Mountain King,Edvard Grieg,31,8.0,,,,,,8.0,7.0,8.0,bottom-two,1984-10-01,39.0,M,F,False
22,Jamie Borthwick,Michelle Tsiakkas,6,American Smooth,Ballroom,The Addams Family Theme,Vic Mizzy,38,9.0,,,,,,10.0,10.0,9.0,safe,1994-06-23,30.0,M,F,False
22,Sarah Hadland,Vito Coppola,6,Argentine Tango,Latin,Ready or Not,Fugees,38,9.0,,,,,,10.0,9.0,10.0,safe,1971-05-15,53.0,F,M,False
