series,celebrity,professional,week,dance,dance_style,song,artist,total_score,craig,len,bruno,arlene,alesha,darcey,shirley,motsi,anton,verdict,celeb_dob,celeb_age,celeb_gender,pro_gender,same_sex
7,Chris Hollins,Ola Jordan,5,Jive,Latin,Roll Over Beethoven,Chuck Berry,22,5.0,6.0,6.0,,5.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Jade Johnson,Ian Waite,6,Samba,Latin,Independent Women,Destiny's Child,32,8.0,8.0,8.0,,8.0,,,,,bottom-two,1980-06-07,29.0,F,M,False
7,Chris Hollins,Ola Jordan,6,American Smooth,Ballroom,Jimmy Mack,Martha Reeves and the Vandellas,28,7.0,7.0,7.0,,7.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Phil Tufnell,Katya Virshilas,6,Samba,Latin,Daddy Cool,Boney M.,25,6.0,7.0,6.0,,6.0,,,,,safe,1966-04-29,43.0,M,F,False
7,Zöe Lucker,James Jordan,6,American Smooth,Ballroom,My Girl,The Temptations,33,8.0,8.0,9.0,,8.0,,,,,safe,1974-04-11,35.0,F,M,False
7,Craig Kelly,Flavia Cacace,6,Samba,Latin,Give It Up,KC & The Sunshine Band,18,3.0,6.0,4.0,,5.0,,,,,safe,1970-10-31,38.0,M,F,False
7,Ricky G.,Erin Boag,6,American Smooth,Ballroom,Chim Chim Cher,"ee"" — Cliff Richard",29,7.0,8.0,7.0,,7.0,,,,,safe,,,,F,False
7,Ricky W.,Natalie Lowe,6,Samba,Latin,Good Lovin',The Young Rascals,32,8.0,8.0,8.0,,8.0,,,,,safe,,,,F,False
7,Natalie Cassidy,Vincent Simone,6,American Smooth,Ballroom,Please Don't Talk About Me When I'm Gone,Dean Martin,29,7.0,8.0,7.0,,7.0,,,,,safe,1983-05-13,26.0,F,M,False
7,Jo Wood,Brendan Cole,6,Samba,Latin,Superstition,Stevie Wonder,14,2.0,5.0,3.0,,4.0,,,,,eliminated,1955-03-15,54.0,F,M,False
7,Ali Bastian,Brian Fortuna,6,American Smooth,Ballroom,A Foggy Day in London Town,Michael Bublé,37,9.0,9.0,9.0,,10.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Laila Rouass,Anton Du Beke,6,Samba,Latin,He's the Greatest Dancer,Sister Sledge,28,7.0,7.0,7.0,,7.0,,,,,safe,1971-06-22,38.0,F,M,False
7,Natalie Cassidy,Vincent Simone,7,Jive,Latin,Good Golly Miss Molly,Little Richard,30,7.0,8.0,7.0,,8.0,,,,,safe,1983-05-13,26.0,F,M,False
7,Ali Bastian,Brian Fortuna,7,Paso Doble,Latin,El Gato Montes,Ramon Cortez Pasodoble Orchestra,33,8.0,9.0,8.0,,8.0,,,,,bottom-two,1983-01-01,26.0,F,M,False
7,Craig Kelly,Flavia Cacace,7,Waltz,Ballroom,Don't Let the Sun Go Down on Me,Elton John,24,5.0,7.0,7.0,,5.0,,,,,safe,1970-10-31,38.0,M,F,False
7,Chris Hollins,Ola Jordan,7,Cha-Cha-Cha,Latin,Shake Your Groove Thing,Peaches & Herb,29,7.0,8.0,7.0,,7.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Jade Johnson,Ian Waite,7,Foxtrot,Ballroom,A Recipe for Making Love,"Harry Connick, Jr.",35,8.0,9.0,9.0,,9.0,,,,,safe,1980-06-07,29.0,F,M,False
7,Zöe Lucker,James Jordan,7,Samba,Latin,Boogie Nights,Heatwave,32,7.0,8.0,9.0,,8.0,,,,,eliminated,1974-04-11,35.0,F,M,False
7,Ricky G.,Erin Boag,7,Rumba,Latin,Licence To Kill,Gladys Knight,24,4.0,8.0,7.0,,5.0,,,,,safe,,,,F,False
7,Laila Rouass,Anton Du Beke,7,Viennese Waltz,Ballroom,Once Around the Block,Badly Drawn Boy,33,8.0,9.0,8.0,,8.0,,,,,safe,1971-06-22,38.0,F,M,False
7,Phil Tufnell,Katya Virshilas,7,Tango,Ballroom,Back to Black,Amy Winehouse,30,7.0,7.0,8.0,,8.0,,,,,safe,1966-04-29,43.0,M,F,False
7,Ricky W.,Natalie Lowe,7,Quickstep,Ballroom,Down With Love,Holly Palmer & Michael Bublé,39,9.0,10.0,10.0,,10.0,,,,,safe,,,,F,False
7,Ricky W.,Natalie Lowe,8,Tango,Ballroom,You Really Got Me,The Kinks,35,8.0,9.0,9.0,,9.0,,,,,safe,,,,F,False
7,Natalie Cassidy,Vincent Simone,8,Quickstep,Ballroom,Tu Vuò Fà L'Americano,Fiorello,31,7.0,8.0,8.0,,8.0,,,,,safe,1983-05-13,26.0,F,M,False
7,Jade Johnson,Ian Waite,8,Jive,Latin,"Flip, Flop, Fly",The Blues Brothers,33,8.0,8.0,9.0,,8.0,,,,,safe,1980-06-07,29.0,F,M,False
7,Ali Bastian,Brian Fortuna,8,Viennese Waltz,Ballroom,"Do Right Woman, Do Right Man",Etta James,40,10.0,10.0,10.0,,10.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Ricky G.,Erin Boag,8,Salsa,Latin,Acuyuye,D.L.G,25,6.0,7.0,6.0,,6.0,,,,,bottom-two,,,,F,False
7,Laila Rouass,Anton Du Beke,8,Paso Doble,Latin,Layla,Derek and the Dominos,30,7.0,7.0,8.0,,8.0,,,,,safe,1971-06-22,38.0,F,M,False
7,Phil Tufnell,Katya Virshilas,8,Rumba,Latin,Maybe I'm Amazed,Paul McCartney,28,6.0,8.0,7.0,,7.0,,,,,safe,1966-04-29,43.0,M,F,False
7,Chris Hollins,Ola Jordan,8,Foxtrot,Ballroom,I Could Have Danced All Night,Frank Sinatra,34,8.0,9.0,9.0,,8.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Craig Kelly,Flavia Cacace,8,Cha-Cha-Cha,Latin,Easy Lover,Phil Collins,17,3.0,5.0,4.0,,5.0,,,,,eliminated,1970-10-31,38.0,M,F,False
7,Phil Tufnell,Katya Virshilas,9,American Smooth,Ballroom,Come Fly with Me,Frank Sinatra,31,7.0,8.0,8.0,,8.0,,,,,eliminated,1966-04-29,43.0,M,F,False
7,Ricky W.,Natalie Lowe,9,Jive,Latin,Rip It Up,Little Richard,35,8.0,9.0,9.0,,9.0,,,,,safe,,,,F,False
7,Ricky G.,Erin Boag,9,Viennese Waltz,Ballroom,Nights in White Satin,The Moody Blues,29,7.0,8.0,7.0,,7.0,,,,,bottom-two,,,,F,False
7,Chris Hollins,Ola Jordan,9,Paso Doble,Latin,I Believe in a Thing Called Love,The Darkness,30,6.0,8.0,9.0,,7.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Laila Rouass,Anton Du Beke,9,Rumba,Latin,Rule the World,Take That,22,3.0,7.0,6.0,,6.0,,,,,safe,1971-06-22,38.0,F,M,False
7,Natalie Cassidy,Vincent Simone,9,Foxtrot,Ballroom,Magic Moments,Perry Como,34,8.0,9.0,9.0,,8.0,,,,,safe,1983-05-13,26.0,F,M,False
7,Ali Bastian,Brian Fortuna,9,Cha-Cha-Cha,Latin,I Gotta Feeling,The Black Eyed Peas,35,9.0,8.0,9.0,,9.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Ali Bastian,Brian Fortuna,10,Foxtrot,Ballroom,Haven't Met You Yet,Michael Bublé,35,8.0,9.0,9.0,,9.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Natalie Cassidy,Vincent Simone,10,Samba,Latin,Holiday,Madonna,26,6.0,7.0,8.0,,5.0,,,,,safe,1983-05-13,26.0,F,M,False
7,Chris Hollins,Ola Jordan,10,Viennese Waltz,Ballroom,A New Day Has Come,Celine Dion,29,7.0,8.0,7.0,,7.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Ricky W.,Natalie Lowe,10,American Smooth,Ballroom,Over the Rainbow,Eva Cassidy,36,9.0,8.0,10.0,,9.0,,,,,safe,,,,F,False
7,Laila Rouass,Anton Du Beke,10,Waltz,Ballroom,Fascination,Nat King Cole,29,6.0,8.0,7.0,,8.0,,,,,bottom-two,1971-06-22,38.0,F,M,False
7,Ricky G.,Erin Boag,10,Tango,Ballroom,U Got the Look,Prince,22,5.0,6.0,6.0,,5.0,,,,,eliminated,,,,F,False
7,Chris Hollins,Ola Jordan,11,Charleston,Other,Fat Sam's Grand Slam,Bugsy Malone,34,8.0,8.0,9.0,,9.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Ricky W.,Natalie Lowe,11,Rock 'N' Roll,Other,Hound Dog,Elvis Presley,31,7.0,8.0,8.0,,8.0,,,,,bottom-two,,,,F,False
7,Ali Bastian,Brian Fortuna,11,Charleston,Other,Pencil Full of Lead,Paolo Nutini,37,9.0,9.0,10.0,,9.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Natalie Cassidy,Vincent Simone,11,Rock 'N' Roll,Other,Long Tall Sally,Little Richard,26,5.0,7.0,7.0,,7.0,,,,,eliminated,1983-05-13,26.0,F,M,False
7,Laila Rouass,Anton Du Beke,11,Charleston,Other,"Yes Sir, That's My Baby",Firehouse Five Plus Two,31,6.0,9.0,8.0,,8.0,,,,,safe,1971-06-22,38.0,F,M,False
7,Ali Bastian,Brian Fortuna,11,Groupviennese Waltz,Other,Piano Man,Billy Joel,10,,,,,,,,,,,1983-01-01,26.0,F,M,False
7,Chris Hollins,Ola Jordan,11,,Other,,,7,,,,,,,,,,,1971-03-20,38.0,M,F,False
7,Laila Rouass,Anton Du Beke,11,,Other,,,8,,,,,,,,,,,1971-06-22,38.0,F,M,False
7,Natalie Cassidy,Vincent Simone,11,,Other,,,7,,,,,,,,,,eliminated,1983-05-13,26.0,F,M,False
7,Ricky W.,Natalie Lowe,11,,Other,,,9,,,,,,,,,,,,,,F,False
7,Ali Bastian,Brian Fortuna,12,Tango,Ballroom,Born to Be Wild,Steppenwolf,42,8.0,9.0,8.0,,9.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Ali Bastian,Brian Fortuna,12,Samba,Latin,Change,Daniel Merriweather,44,9.0,9.0,8.0,,9.0,,,,,safe,1983-01-01,26.0,F,M,False
7,Laila Rouass,Anton Du Beke,12,American Smooth,Ballroom,My Kind of Girl,Matt Monro,33,6.0,6.0,7.0,,7.0,,,,,eliminated,1971-06-22,38.0,F,M,False
7,Laila Rouass,Anton Du Beke,12,Salsa,Latin,Cogele el Gusto,Wayne Gorbea,26,5.0,5.0,6.0,,5.0,,,,,eliminated,1971-06-22,38.0,F,M,False
7,Chris Hollins,Ola Jordan,12,Waltz,Ballroom,At This Moment,Billy Vera and the Beaters,41,8.0,8.0,8.0,,9.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Chris Hollins,Ola Jordan,12,Samba,Latin,Cuba,Gibson Brothers,39,8.0,8.0,8.0,,8.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Ricky W.,Natalie Lowe,12,Foxtrot,Ballroom,Too Marvelous for Words,Frank Sinatra,48,9.0,9.0,10.0,,10.0,,,,,bottom-two,,,,F,False
7,Ricky W.,Natalie Lowe,12,Cha-Cha-Cha,Latin,Sunshine of Your Love,Spanky Wilson,47,9.0,10.0,9.0,,10.0,,,,,bottom-two,,,,F,False
7,Chris Hollins,Ola Jordan,13,Rumba,Latin,Total Eclipse of the Heart,Bonnie Tyler,38,7.0,7.0,8.0,,8.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Chris Hollins,Ola Jordan,13,Argentine Tango,Latin,Bust Your Windows,Jazmine Sullivan,42,8.0,8.0,9.0,,9.0,,,,,safe,1971-03-20,38.0,M,F,False
7,Ali Bastian,Brian Fortuna,13,Argentine Tango,Latin,Pa Bailar,Bajofondo Tango Club,42,8.0,8.0,9.0,,8.0,,,,,eliminated,1983-01-01,26.0,F,M,False
7,Ali Bastian,Brian Fortuna,13,American Smooth,Ballroom,Come Dance with Me,Frank Sinatra,50,10.0,10.0,10.0,,10.0,,,,,eliminated,1983-01-01,26.0,F,M,False
7,Ricky W.,Natalie Lowe,13,Waltz,Ballroom,Kissing You,Des'ree,47,9.0,9.0,10.0,,9.0,,,,,safe,,,,F,False
7,Ricky W.,Natalie Lowe,13,Argentine Tango,Latin,Verano Porteno,Astor Piazzolla,49,9.0,10.0,10.0,,10.0,,,,,safe,,,,F,False
7,Ricky W.,Natalie Lowe,14,Quickstep,Ballroom,Down with Love,Holly Palmer & Michael Bublé,50,10.0,10.0,10.0,,10.0,,,,,,,,,F,False
7,Chris Hollins,Ola Jordan,14,Foxtrot,Ballroom,I Could Have Danced All Night,Frank Sinatra,46,9.0,9.0,9.0,,10.0,,,,,,1971-03-20,38.0,M,F,False
7,Chris Hollins,Ola Jordan,14,Grouplindy Hop,Other,"Sing, Sing, Sing",Louis Prima,44,8.0,9.0,9.0,,9.0,,,,,winner,1971-03-20,38.0,M,F,False
7,Ricky W.,Natalie Lowe,14,,Other,,,43,8.0,8.0,9.0,,9.0,,,,,runner-up,,,,F,False
8,Felicity Kendal,Vincent Simone,1,Cha-Cha-Cha,Latin,Sunny,Bobby Hebb,23,4.0,5.0,7.0,,7.0,,,,,,1946-09-25,63.0,F,M,False
8,Scott Maslen,Natalie Lowe,1,Waltz,Ballroom,I Never Loved a Man (The Way I Love You),Aretha Franklin,29,6.0,7.0,8.0,,8.0,,,,,,1971-06-25,39.0,M,F,False
8,Goldie,Kristina Rihanoff,1,Cha-Cha-Cha,Latin,Tik Tok,Ke$ha,20,3.0,6.0,6.0,,5.0,,,,,,1965-09-19,44.0,M,F,False
8,Patsy Kensit,Robin Windsor,1,Waltz,Ballroom,When I Need You,Leo Sayer,22,4.0,6.0,6.0,,6.0,,,,,,1968-03-04,42.0,F,M,False
8,Matt Baker,Aliona Vilani,1,Cha-Cha-Cha,Latin,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,31,7.0,8.0,8.0,,8.0,,,,,,1977-12-23,32.0,M,F,False
8,Pamela Stephenson,James Jordan,1,Waltz,Ballroom,If I Ain't Got You,Alicia Keys,31,7.0,8.0,8.0,,8.0,,,,,,1949-12-04,60.0,F,M,False
8,Paul Daniels,Ola Jordan,1,Cha-Cha-Cha,Latin,Could It Be Magic,Take That,16,2.0,5.0,5.0,,4.0,,,,,,1938-04-06,72.0,M,F,False
8,Matt Baker,Aliona Vilani,2,Foxtrot,Ballroom,She Said,Plan B,31,7.0,8.0,8.0,,8.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Peter Shilton,Erin Boag,2,Salsa,Latin,Mambo No.5,Perez Prado,17,3.0,5.0,5.0,,4.0,,,,,bottom-two,1949-09-18,60.0,M,F,False
8,Tina O'Brien,Jared Murillo,2,Foxtrot,Ballroom,On the Sunny Side of the Street,Frankie Laine,26,6.0,6.0,7.0,,7.0,,,,,safe,1983-08-07,27.0,F,,False
8,Patsy Kensit,Robin Windsor,2,Salsa,Latin,Canned Heat,Jamiroquai,28,7.0,7.0,7.0,,7.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Paul Daniels,Ola Jordan,2,Foxtrot,Ballroom,Lady Luck,Brian Setzer,21,4.0,6.0,6.0,,5.0,,,,,safe,1938-04-06,72.0,M,F,False
8,Scott Maslen,Natalie Lowe,2,Salsa,Latin,Let's Hear It for the Boy,Deniece Williams,32,8.0,8.0,8.0,,8.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Michelle Williams,Brendan Cole,2,Foxtrot,Ballroom,It Had to Be You,Harry Connick Jr.,26,6.0,7.0,7.0,,6.0,,,,,safe,1979-07-23,31.0,F,M,False
8,Goldie,Kristina Rihanoff,2,Foxtrot,Ballroom,This Business of Love,Domino,26,6.0,7.0,7.0,,6.0,,,,,eliminated,1965-09-19,44.0,M,F,False
8,Pamela Stephenson,James Jordan,2,Salsa,Latin,Dr. Beat,Gloria Estefan,32,8.0,8.0,8.0,,8.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Felicity Kendal,Vincent Simone,2,Foxtrot,Ballroom,Somethin' Stupid,Frank Sinatra & Nancy Sinatra,25,6.0,6.0,6.0,,7.0,,,,,safe,1946-09-25,63.0,F,M,False
8,Ann Widdecombe,Anton Du Beke,2,Salsa,Latin,Mambo Italiano,Dean Martin,12,1.0,4.0,4.0,,3.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,2,Foxtrot,Ballroom,From Russia with Love,Matt Monro,32,7.0,8.0,9.0,,8.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Gavin Henson,Katya Virshilas,2,Salsa,Latin,Don't Stop the Music,Rihanna,19,3.0,6.0,5.0,,5.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Jimi Mistry,Flavia Cacace,2,Foxtrot,Ballroom,Fever,Peggy Lee,30,7.0,7.0,8.0,,8.0,,,,,safe,1973-01-01,37.0,M,F,False
8,Kara Tointon,Artem Chigvintsev,3,Quickstep,Ballroom,Are You Gonna Be My Girl,Jet,31,8.0,8.0,8.0,,7.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Felicity Kendal,Vincent Simone,3,Rumba,Latin,True Colors,Cyndi Lauper,29,7.0,7.0,8.0,,7.0,,,,,safe,1946-09-25,63.0,F,M,False
8,Patsy Kensit,Robin Windsor,3,Quickstep,Ballroom,Black Horse and the Cherry Tree,KT Tunstall,24,5.0,6.0,7.0,,6.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Paul Daniels,Ola Jordan,3,Rumba,Latin,Take a Bow,Rihanna,16,2.0,5.0,5.0,,4.0,,,,,eliminated,1938-04-06,72.0,M,F,False
8,Matt Baker,Aliona Vilani,3,Quickstep,Ballroom,Dreaming of You,The Coral,31,8.0,7.0,8.0,,8.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Gavin Henson,Katya Virshilas,3,Rumba,Latin,Always on My Mind,Elvis Presley,22,3.0,6.0,7.0,,6.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Scott Maslen,Natalie Lowe,3,Quickstep,Ballroom,I Wan'na Be Like You,Louis Prima,34,8.0,8.0,9.0,,9.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Michelle Williams,Brendan Cole,3,Rumba,Latin,Wicked Game,Chris Isaak,24,4.0,6.0,7.0,,7.0,,,,,bottom-two,1979-07-23,31.0,F,M,False
8,Peter Shilton,Erin Boag,3,Quickstep,Ballroom,Lullaby of Broadway,Tony Bennett,26,6.0,7.0,7.0,,6.0,,,,,safe,1949-09-18,60.0,M,F,False
8,Jimi Mistry,Flavia Cacace,3,Rumba,Latin,Ain't No Sunshine,Bill Withers,25,6.0,7.0,6.0,,6.0,,,,,safe,1973-01-01,37.0,M,F,False
8,Ann Widdecombe,Anton Du Beke,3,Quickstep,Ballroom,Puttin' On the Ritz,Fred Astaire,18,3.0,5.0,5.0,,5.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Pamela Stephenson,James Jordan,3,Rumba,Latin,Make You Feel My Love,Adele,35,9.0,8.0,9.0,,9.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Jimi Mistry,Flavia Cacace,4,Charleston,Other,Do Your Thing,Basement Jaxx,27,6.0,7.0,7.0,,7.0,,,,,safe,1973-01-01,37.0,M,F,False
8,Scott Maslen,Natalie Lowe,4,Tango,Ballroom,Allegretto,Bond,35,8.0,9.0,9.0,,9.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Tina O'Brien,Jared Murillo,4,Charleston,Other,You Give a Little Love,from Bugsy Malone,29,7.0,7.0,8.0,,7.0,,,,,safe,1983-08-07,27.0,F,,False
8,Felicity Kendal,Vincent Simone,4,Tango,Ballroom,Czardas,Monti,29,7.0,7.0,7.0,,8.0,,,,,safe,1946-09-25,63.0,F,M,False
8,Patsy Kensit,Robin Windsor,4,Charleston,Other,Hot Honey Rag,from Chicago,28,6.0,8.0,7.0,,7.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Gavin Henson,Katya Virshilas,4,Tango,Ballroom,Toxic,Britney Spears,23,5.0,6.0,6.0,,6.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Peter Shilton,Erin Boag,4,Charleston,Other,Cabaret,Liza Minnelli,17,2.0,5.0,6.0,,4.0,,,,,eliminated,1949-09-18,60.0,M,F,False
8,Pamela Stephenson,James Jordan,4,Tango,Ballroom,Love Is the Drug,Roxy Music,34,8.0,8.0,9.0,,9.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Matt Baker,Aliona Vilani,4,Charleston,Other,42nd Street,from 42nd Street,35,9.0,9.0,9.0,,8.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Michelle Williams,Ian,4,Tango,Ballroom,Killer,Adamski & Seal,27,6.0,7.0,7.0,,7.0,,,,,bottom-two,1979-07-23,31.0,F,,False
8,Kara Tointon,Artem Chigvintsev,4,Charleston,Other,Put a Lid on It,Squirrel Nut Zippers,32,8.0,8.0,8.0,,8.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Ann Widdecombe,Anton Du Beke,4,Tango,Ballroom,La cumparsita,Gerardo Matos Rodríguez,21,3.0,7.0,6.0,,5.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Pamela Stephenson,James Jordan,5,Jive,Latin,Devil Gate Drive,Suzi Quatro,27,6.0,7.0,7.0,,7.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Tina O'Brien,Jared Murillo,5,Argentine Tango,Latin,Beautiful Monster,Ne-Yo,28,6.0,8.0,7.0,,7.0,,,,,eliminated,1983-08-07,27.0,F,,False
8,Kara Tointon,Artem Chigvintsev,5,Paso Doble,Latin,The Phantom of the Opera,from The Phantom of the Opera,37,9.0,9.0,10.0,,9.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Patsy Kensit,Robin Windsor,5,Jive,Latin,Monster Mash,"Bobby ""Boris"" Pickett",31,7.0,8.0,8.0,,8.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Felicity Kendal,Vincent Simone,5,Viennese Waltz,Ballroom,Waltz No. 2,Dmitri Shostakovich,26,6.0,7.0,6.0,,7.0,,,,,bottom-two,1946-09-25,63.0,F,M,False
8,Jimi Mistry,Flavia Cacace,5,Paso Doble,Latin,Thriller,Michael Jackson,30,7.0,7.0,8.0,,8.0,,,,,safe,1973-01-01,37.0,M,F,False
8,Michelle Williams,Brendan Cole,5,Jive,Latin,The Time Warp,from The Rocky Horror Show,29,7.0,6.0,8.0,,8.0,,,,,safe,1979-07-23,31.0,F,M,False
8,Gavin Henson,Katya Virshilas,5,Paso Doble,Latin,Uprising,Muse,26,5.0,7.0,7.0,,7.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Scott Maslen,Natalie Lowe,5,Viennese Waltz,Ballroom,I Put a Spell on You,Screamin' Jay Hawkins,39,9.0,10.0,10.0,,10.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Ann Widdecombe,Anton Du Beke,5,Paso Doble,Latin,Wild Thing,The Troggs,16,2.0,5.0,5.0,,4.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Matt Baker,Aliona Vilani,5,Argentine Tango,Latin,Bat Out of Hell,Meat Loaf,34,8.0,8.0,9.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Kara Tointon,Artem Chigvintsev,6,Salsa,Latin,Conga,Gloria Estefan,36,9.0,9.0,9.0,,9.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Pamela Stephenson,James Jordan,6,Foxtrot,Ballroom,Let There Be Love,Nat King Cole,33,8.0,9.0,8.0,,8.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Felicity Kendal,Vincent Simone,6,Paso Doble,Latin,Habanera,Georges Bizet,29,6.0,8.0,7.0,,8.0,,,,,safe,1946-09-25,63.0,F,M,False
8,Jimi Mistry,Flavia Cacace,6,Quickstep,Ballroom,Mr. Pinstripe Suit,Big Bad Voodoo Daddy,32,7.0,8.0,8.0,,9.0,,,,,eliminated,1973-01-01,37.0,M,F,False
8,Matt Baker,Aliona Vilani,6,Viennese Waltz,Ballroom,Where the Wild Roses Grow,Nick Cave & Kylie Minogue,35,8.0,9.0,9.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Ann Widdecombe,Anton Du Beke,6,Charleston,Other,"Let's Do It, Let's Fall in Love",Ella Fitzgerald,17,2.0,6.0,5.0,,4.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Michelle Williams,Brendan Cole,6,Waltz,Ballroom,Right Here Waiting,Richard Marx,30,6.0,8.0,8.0,,8.0,,,,,bottom-two,1979-07-23,31.0,F,M,False
8,Patsy Kensit,Robin Windsor,6,Cha-Cha-Cha,Latin,All the Lovers,Kylie Minogue,29,6.0,8.0,7.0,,8.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Scott Maslen,Natalie Lowe,6,Rumba,Latin,Wishing on a Star,Rose Royce,28,4.0,9.0,7.0,,8.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Gavin Henson,Katya Virshilas,6,Cha-Cha-Cha,Latin,Don't Cha,Pussycat Dolls,29,5.0,8.0,8.0,,8.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Pamela Stephenson,James Jordan,7,Cha-Cha-Cha,Latin,Money (That's What I Want),The Flying Lizards,32,8.0,8.0,8.0,,8.0,,,,,safe,1949-12-04,60.0,F,M,False
8,Michelle Williams,Brendan Cole,7,Paso Doble,Latin,American Woman,The Guess Who,24,4.0,7.0,7.0,,6.0,,,,,eliminated,1979-07-23,31.0,F,M,False
8,Patsy Kensit,Robin Windsor,7,Viennese Waltz,Ballroom,Anyone Who Had a Heart,Dionne Warwick,32,7.0,9.0,8.0,,8.0,,,,,safe,1968-03-04,42.0,F,M,False
8,Gavin Henson,Katya Virshilas,7,Quickstep,Ballroom,I Want You to Want Me,Cheap Trick,33,7.0,8.0,9.0,,9.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Ann Widdecombe,Anton Du Beke,7,Foxtrot,Ballroom,You Make Me Feel So Young,Frank Sinatra,20,3.0,6.0,6.0,,5.0,,,,,safe,1947-10-04,62.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,7,Argentine Tango,Latin,Los Vino,Otros Aires,38,9.0,9.0,10.0,,10.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Felicity Kendal,Vincent Simone,7,Salsa,Latin,All Night Long (All Night),Lionel Richie,26,5.0,7.0,7.0,,7.0,,,,,bottom-two,1946-09-25,63.0,F,M,False
8,Matt Baker,Aliona Vilani,7,Rumba,Latin,Too Lost in You,Sugababes,35,8.0,9.0,9.0,,9.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Scott Maslen,Natalie Lowe,7,Jive,Latin,Hit the Road Jack,Ray Charles,39,9.0,10.0,10.0,,10.0,,,,,safe,1971-06-25,39.0,M,F,False
8,Patsy Kensit,Robin Windsor,8,Samba,Latin,Copacabana,Barry Manilow,28,6.0,7.0,8.0,,7.0,,,,,bottom-two,1968-03-04,42.0,F,M,False
8,Kara Tointon,Artem Chigvintsev,8,American Smooth,Ballroom,Cry Me a River,Michael Bublé,35,9.0,6.0,10.0,,10.0,,,,,safe,1983-08-05,27.0,F,M,False
8,Matt Baker,Aliona Vilani,8,Samba,Latin,Young Hearts Run Free,Candi Staton,38,9.0,9.0,10.0,,10.0,,,,,safe,1977-12-23,32.0,M,F,False
8,Felicity Kendal,Vincent Simone,8,American Smooth,Ballroom,Me and My Shadow,Frank Sinatra & Sammy Davis Jr,30,7.0,7.0,8.0,,8.0,,,,,eliminated,1946-09-25,63.0,F,M,False
8,Gavin Henson,Katya Virshilas,8,American Smooth,Ballroom,She's a Lady,Tom Jones,27,4.0,7.0,8.0,,8.0,,,,,safe,1982-02-01,28.0,M,F,False
8,Scott Maslen,Natalie Lowe,8,Samba,Latin,(Your Love Keeps Lifting Me) Higher and Higher,Jackie Wilson,32,6.0,8.0,9.0,,9.0,,,,,safe,1971-06-25,39.0,M,F,False
